Division_Code,Division_Title,SubDivision_Code,SubDivision_Title,Group_Code,Group_Title,Family_Code,Family_Title,NCO_2015_Code,Occupation_Title,QP_NOS_Reference
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2423,Personal and Careers Professionals,2423.0100,Vocational Guidance Officer/Career Counsellors,00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2423,Personal and Careers Professionals,2423.0101,Associate – Recruitment,01
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2423,Personal and Careers Professionals,2423.0200,Counsellor,00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2423,Personal and Careers Professionals,2423.0500,Occupational Analyst,00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2423,Personal and Careers Professionals,2423.9900,"Personal and Careers Professionals, Other",00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0100,"Manpower Officer/Area Manager, Human Resource",00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0200,"Employment Officer/Operation Head, Employment",00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0300,Human Resource Manager,00
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0401,Sales Training Manager,01
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0402,Sales/Service Trainer (Dealer),02
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0501,Service Training Centre In-Charge,01
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.0502,Field Service Trainer,02
2,Professionals,24,Business and Administrative Professionals,242,Administration Professionals,2424,Training and Staff Development Professionals,2424.9900,"Training and Staff Development Professionals, Other",00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0100,Market Research Analyst,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0101,Regional Service Marketing Manager,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0102,Regional Service Process Manager,02
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0201,Product Brand Manager (Automotive),01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0202,Account Executive (Advertising Agency),02
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0300,Caption Writer,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0400,Advertisement Writer,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0501,Market Research Associate – Sales & Marketing/Business Development,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0502,Management Trainee – Sales & Marketing/Business Development,02
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0503,Market Research Associate – Product Marketing,03
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0504,Management Trainee – Product Marketing,04
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0601,Product Executive,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0651,Sales Executive (Media Org),51
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0671,Traffic Co-Ordinator,71
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0700,Creative Writer,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.0800,Propagandist,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2431,Advertising and Marketing Professionals,2431.9900,"Advertising and Marketing Professionals, Other",00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2432,Public Relations Professionals,2432.0100,Publicity Officer,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2432,Public Relations Professionals,2432.0200,Public Relations Officer,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2432,Public Relations Professionals,2432.0201,Digital Marketing/Social Media Manager,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2432,Public Relations Professionals,2432.0300,Information Officer,00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2432,Public Relations Professionals,2432.9900,"Public Relations Professionals, Other",00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0101,Area Sales Officer,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0201,Medical Representative,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0301,Sales Executive – Medical Electronics,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0401,Sales Executive – Consumer Electronics,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0501,Sales Executive – Solar Electronics,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0601,Business Development Executive,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2433,Technical and Medical Sales Professional (Excluding ICT),2433.0700,"Field Officer, Insurance",00
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2434,Information and Communications Technology Sales Professionals,2434.0101,Sales and Pre-Sales Analyst,01
2,Professionals,24,Business and Administrative Professionals,243,"Sales, Marketing and Public Relations Professionals",2434,Information and Communications Technology Sales Professionals,2434.0201,Sales/Pre-Sales Executive,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0100,System Analysts,00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0101,Deployment Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0102,Engineer – Software Transition,02
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0103,Engineer – Packaging,03
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0104,Engineer – Product Lifecycle Management (PLM),04
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0105,Analyst,05
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.0106,Support Engineer,06
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2511,System Analysts,2511.9900,"System Analysts, Other",00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0100,Computer Programmer/Software Engineer,00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0201,Software Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0202,Test Engineer – Software,02
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0203,Design Engineer(Product Engineer),03
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0204,Software Developer – Application Development,04
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0205,Junior Software Developer,05
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0206,Engineer Trainee – IT Services,06
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0207,Engineer Trainee – Engineering Analysis,07
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0300,Programmer Analyst,00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0301,Software Developer – Product Development and Delivery,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0401,FPGA Design Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0501,Embedded Software Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0601,Design Engineer – Engineering Analysis,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0701,Application Maintenance Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2512,Software Developers,2512.0800,"Programmer, Engineering and Scientific/System Programmer",00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2513,Web and Multimedia Developers,2513.0101,Web Developer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2513,Web and Multimedia Developers,2513.0201,User Interface Developer,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2513,Web and Multimedia Developers,2513.0301,Media Developer – Product Development and Delivery,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2513,Web and Multimedia Developers,2513.0302,Media Developer – Application Development,02
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2514,Applications Programmers,2514.9900,"Computer Programmers, Other",00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0100,System Programmer,00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0300,Quality Assurance Analyst (Computers),00
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0301,Quality Assurance Engineer – IT Services,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0302,Test Engineer – IT Services,02
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0401,Quality Assurance Engineer – Software Products,01
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0402,Test Engineer – Software Products,02
2,Professionals,25,Information and Communication Technology Professionals,251,"Software and Application Developers, and Analysts",2519,Software and Application Developers and Analysts Not Elsewhere Classified,2519.0501,Quality Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2521,Database designers and Administrators,2521.0100,Database Design Analyst,00
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2521,Database designers and Administrators,2521.0202,Junior Data Associate,02
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2522,Systems Administrators,2522.0100,Database Administrator,00
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2522,Systems Administrators,2522.0201,Security Analyst,01
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,2523.0100,Data Communication Analyst/Network Administrator,00
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,2523.0200,Computer System Hardware Analyst/Hardware Engineer,00
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,2523.0301,Tester/Test Engineer – Hardware,01
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,2523.0401,Design Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,2523.0501,Hardware Engineer,01
2,Professionals,25,Information and Communication Technology Professionals,252,Database and Network Professionals,2523,Computer Network Professionals,2523.9900,"Computer Network Professionals, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0100,Attorney General of India,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0200,Solicitor General of India,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0300,Advocate General,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0400,Legal Remembrancer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0500,Government Advocate,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0600,Public Prosecutor,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0700,Police Prosecutor,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0800,Attorney at Law,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.0900,Advocate,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.1001,Intellectual Property Executive,01
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.1002,Legal Associate,02
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2611,Lawyers,2611.9900,"Lawyers, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0100,"Judge, Supreme Court",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0200,"Judge, High Court",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0300,District and Session Judge,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0400,Munsif,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0500,"Judge, Subordinate Court",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0600,Magistrate,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0700,"Magistrate, Juvenile Court",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0800,"Chairman, Administrative Tribunal",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.0900,"Member, Administrative Tribunal",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.1000,"President, Industrial Tribunal",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.1100,"Member, Industrial Tribunal",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.1200,"President, Consumer Redressal Forum",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.1300,"Member, Consumer Redressal Forum",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2612,Judges,2612.9900,"Judges and Magistrates, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0100,Prothonotary and Senior Master,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0200,"Registrar (Appellate Side, High Court)",00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0300,Registrar,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0400,Master Official Referee and Registrar in Equity and Commissioner for Taking Accounts (High Court),00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0500,Taxing Master,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0600,Insolvency Registrar,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0700,Official Assignee (High Court),00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0800,Court Receiver and Liquidator,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.0900,Sheriff,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.1000,Coroner,00
2,Professionals,26,"Legal, Social and Cultural Professionals",261,Legal Professionals,2619,"Legal Professionals, Not Elsewhere Classified",2619.9900,"Legal Professionals, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0100,Archivist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0200,Curator (Museum),00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0300,"Restorer, Painting",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0400,"Restorer, Lace and Textile",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0500,"Restorer, Ceramics",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0600,"Restorer, Paper and Prints",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.0700,"Restorer, Furniture",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2621,Archivists and Curators,2621.9900,"Archivists and Curators, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2622,Librarians and Related Information,2622.0100,Librarian,00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2622,Librarians and Related Information,2622.0200,Librarian (Film),00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2622,Librarians and Related Information,2622.0300,Tape Librarian/Librarian Digital/Librarian Media,00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2622,Librarians and Related Information,2622.0500,News Librarian,00
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2622,Librarians and Related Information,2622.0601,Document Coder/Processor,01
2,Professionals,26,"Legal, Social and Cultural Professionals",262,"Librarians, Archivists and Curators",2622,Librarians and Related Information,2622.9900,"Librarians and Related Information Professionals, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2631,Economists,2631.0100,Economist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2631,Economists,2631.0200,Energy Economist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2631,Economists,2631.0300,Home Economist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2631,Economists,2631.9900,"Economists, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0100,"Sociologist, General",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0200,Social Ecologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0300,Clinical Sociologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0400,Demographer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0500,Criminologists,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0600,Penologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0700,"Anthropologist, General",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0800,"Anthropologist, Physical",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.0900,"Anthropologist, Cultural",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.1000,Genealogist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.1100,Archaeologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.1200,Geographer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2632,"Sociologists, Anthropologists and Related Professionals",2632.9900,"Sociologists, Anthropologists and Related Professionals, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.0100,Historian,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.0200,Biographer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.0300,Epigraphist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.0400,Numismatist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.0500,Philatelist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.0600,Political Scientist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2633,"Philosophers, Historians and Political Scientists",2633.9900,"Philosophers, Historians and Political Scientists, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0100,Psychologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0200,Psychometrist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0300,"Psychologist, Engineering",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0400,"Psychologist, Educational",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0500,"Psychologist, Social",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0600,Clinical Psychologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0700,Industrial – Organizational Psychologist,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.0800,"Psychologist, Counselling",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2634,Psychologists,2634.9900,"Psychologists, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0100,Labour Welfare Officer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0200,Women’s Welfare Officer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0300,Probation Officer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0400,Medical Social Worker,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0500,Child and Family Social Worker,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0600,Health Educator,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0700,Women’s Welfare Organizer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0800,Child Welfare Organizer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.0900,Family Planning Organizer,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.1000,Vocational Rehabilitation Counsellor,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.1100,"Counsellor, Marriage and Family",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2635,Social Work and Counselling Professionals,2635.9900,"Social Work Professionals, Other",00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2636,Religious Professionals,2636.0100,Priest,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2636,Religious Professionals,2636.0200,Purohit,00
2,Professionals,26,"Legal, Social and Cultural Professionals",263,Social and Religious Professionals,2636,Religious Professionals,2636.9900,Ordained Religious and Non-Ordained Religious Workers,00
2,Professionals,26,"Legal, Social and Cultural Professionals",264,"Authors, Journalists and Linguists",2641,Authors and Related Writers,2641.0100,Author,00
2,Professionals,26,"Legal, Social and Cultural Professionals",264,"Authors, Journalists and Linguists",2641,Authors and Related Writers,2641.0200,Critic,00
